====================================================================================================
RELATORIO SIGTAP - COMPETENCIA 06/2025
Valores extraidos do site SIGTAP para validacao
====================================================================================================

Total de procedimentos no SIGTAP para 06/2025: 125

==================================================================================================================================
TABELA COMPLETA DE PROCEDIMENTOS SIGTAP
==================================================================================================================================
Codigo       Nome                                               SA         SH         TA         SP         TH Complexidade          
                                                           Srv.Amb   Srv.Hosp    Tot.Amb   Srv.Prof   Tot.Hosp
----------------------------------------------------------------------------------------------------------------------------------
  Servico Profissional (SP):       R$ 151.86
  Total Hospitalar (TH = SH + SP): R$ 509.86
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0409070190
  Nome:                            MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 94.14
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 45.82
  Total Hospitalar (TH = SH + SP): R$ 139.96
  Idade Minima:                    12 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0410010014
  Nome:                            DRENAGEM DE ABSCESSO DE MAMA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 122.58
  Total Ambulatorial (TA):         R$ 20.74
  Servico Profissional (SP):       R$ 48.93
  Total Hospitalar (TH = SH + SP): R$ 171.51
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0411010026
  Nome:                            PARTO CESARIANO EM GESTACAO DE ALTO RISCO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 660.79
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 230.15
  Total Hospitalar (TH = SH + SP): R$ 890.94
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0411010034
  Nome:                            PARTO CESARIANO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 395.68
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 150.05
  Total Hospitalar (TH = SH + SP): R$ 545.73
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0411010042
  Nome:                            PARTO CESARIANO C/ LAQUEADURA TUBARIA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 395.68
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 150.05
  Total Hospitalar (TH = SH + SP): R$ 545.73
  Idade Minima:                    21 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0411020013
  Nome:                            CURETAGEM POS-ABORTAMENTO / PUERPERAL
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 109.21
  Total Ambulatorial (TA):         R$ 19.79
  Servico Profissional (SP):       R$ 70.41
  Total Hospitalar (TH = SH + SP): R$ 179.62
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0411020048
  Nome:                            TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 330.48
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 128.70
  Total Hospitalar (TH = SH + SP): R$ 459.18
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0417010010
  Nome:                            ANESTESIA OBSTETRICA P/ CESARIANA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 61.18
  Total Hospitalar (TH = SH + SP): R$ 61.18
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0417010036
  Nome:                            ANESTESIA OBSTETRICA P/CESARIANA EM GESTACAO DE ALTO RISCO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 96.60
  Total Hospitalar (TH = SH + SP): R$ 96.60
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0501070036
  Nome:                            TIPAGEM SANGUINEA ABO E OUTROS EXAMES HEMATOLOGICOS EM POSSIVEL DOADOR DE ORGAOS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Fundo de Ações Estratégicas e Compensações (FAEC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 15.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 15.00
  Idade Minima:                    0 anos
  Idade Maxima:                    90 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0503040045
  Nome:                            DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVÁVEL DOADOR DE ÓRGÃOS
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Fundo de Ações Estratégicas e Compensações (FAEC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 436.61
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 72.02
  Total Hospitalar (TH = SH + SP): R$ 508.63
  Idade Minima:                    0 anos
  Idade Maxima:                    90 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0603030017
  Nome:                            IMUNOGLOBULINA ANTI-RHO (D) (FRASCO AMPOLA DE 2 ML E 1.250 UI)
  Descricao:                       N/A
  Complexidade:                    Alta Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 93.28
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 93.28
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0603030025
  Nome:                            IMUNOGLOBULINA G 250 MG INJETAVEL (POR FRASCO)
  Descricao:                       N/A
  Complexidade:                    N/A
  Financiamento:                   N/A
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    0 anos
  Sexo:                            N/A
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0801010039
  Nome:                            INCENTIVO AO PARTO - PHPN (COMPONENTE I)
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 40.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 40.00
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0801010047
  Nome:                            INCENTIVO AO REGISTRO CIVIL DE NASCIMENTO
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 5.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 5.00
  Idade Minima:                    0 anos
  Idade Maxima:                    0 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0802010016
  Nome:                            DIARIA DE ACOMPANHANTE ADULTO (COM PERNOITE)
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 8.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 8.00
  Idade Minima:                    18 anos
  Idade Maxima:                    59 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0802010024
  Nome:                            DIARIA DE ACOMPANHANTE CRIANCA/ADOLESCENTE C/PERNOITE
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 8.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 8.00
  Idade Minima:                    0 anos
  Idade Maxima:                    18 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0802010032
  Nome:                            DIARIA DE ACOMPANHANTE DE GESTANTE C/ PERNOITE
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 8.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 8.00
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0802010083
  Nome:                            DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI II)
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 510.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 90.00
  Total Hospitalar (TH = SH + SP): R$ 600.00
  Idade Minima:                    12 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0802010199
  Nome:                            DIÁRIA DE PERMANÊNCIA A MAIOR
  Descricao:                       N/A
  Complexidade:                    Não se Aplica
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 16.19
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 3.87
  Total Hospitalar (TH = SH + SP): R$ 20.06
  Idade Minima:                    0 anos
  Idade Maxima:                    0 anos
  Sexo:                            N/A
  Permanencia Media:               0 dias

====================================================================================================
PROCEDIMENTOS UTILIZADOS EM AIHs DE 06/2025
====================================================================================================

Total de procedimentos distintos usados: 198

Legenda: SA=Servico Ambulatorial | SH=Servico Hospitalar | TA=Total Ambulatorial | SP=Servico Profissional | TH=Total Hospitalar

Codigo       Nome                                     Qtd    SA Unit    SH Unit    TA Unit    SP Unit    TH Unit       TH Total
----------------------------------------------------------------------------------------------------------------------------------
0411010026   PARTO CESARIANO EM GESTACAO DE ALTO RI   439 R$    0.00 R$  660.79 R$    0.00 R$  230.15 R$  890.94 R$   391122.66
0310010047   PARTO NORMAL EM GESTACAO DE ALTO RISCO   273 R$    0.00 R$  374.41 R$    0.00 R$  242.78 R$  617.19 R$   168492.87
0411010042   PARTO CESARIANO C/ LAQUEADURA TUBARIA    300 R$    0.00 R$  395.68 R$    0.00 R$  150.05 R$  545.73 R$   163719.00
0802010083   DIARIA DE UNIDADE DE TERAPIA INTENSIVA   256 R$    0.00 R$  510.00 R$    0.00 R$   90.00 R$  600.00 R$   153600.00
0411010034   PARTO CESARIANO                          281 R$    0.00 R$  395.68 R$    0.00 R$  150.05 R$  545.73 R$   153350.13
0407040161   LAPAROTOMIA EXPLORADORA                  217 R$    0.00 R$  497.20 R$    0.00 R$  139.99 R$  637.19 R$   138270.23
0310010039   PARTO NORMAL                             281 R$    0.00 R$  267.60 R$    0.00 R$  175.80 R$  443.40 R$   124595.40
0409060216   OOFORECTOMIA / OOFOROPLASTIA             216 R$    0.00 R$  358.00 R$    0.00 R$  151.86 R$  509.86 R$   110129.76
0310010055   PARTO NORMAL EM CENTRO DE PARTO NORMAL   233 R$    0.00 R$  267.60 R$    0.00 R$  175.80 R$  443.40 R$   103312.20
0411020048   TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOP   223 R$    0.00 R$  330.48 R$    0.00 R$  128.70 R$  459.18 R$   102397.14
0802010199   DIÁRIA DE PERMANÊNCIA A MAIOR           4740 R$    0.00 R$   16.19 R$    0.00 R$    3.87 R$   20.06 R$    95084.40
0303030038   TRATAMENTO DE DIABETES MELLITUS          219 R$    0.00 R$  310.79 R$    0.00 R$   50.01 R$  360.80 R$    79015.20
0417010036   ANESTESIA OBSTETRICA P/CESARIANA EM GE   468 R$    0.00 R$    0.00 R$    0.00 R$   96.60 R$   96.60 R$    45208.80
0303150033   TRATAMENTO DE DOENCAS INFLAMATORIAS DO   216 R$    0.00 R$  171.65 R$    0.00 R$   27.16 R$  198.81 R$    42942.96
0411020013   CURETAGEM POS-ABORTAMENTO / PUERPERAL    236 R$    0.00 R$  109.21 R$   19.79 R$   70.41 R$  179.62 R$    42390.32
0310010020   ATENDIMENTO AO RECEM-NASCIDO NO MOMENT   719 R$    0.00 R$    0.00 R$    0.00 R$   55.20 R$   55.20 R$    39688.80
0409060011   CERCLAGEM DE COLO DO UTERO               216 R$    0.00 R$   97.31 R$   12.97 R$   80.70 R$  178.01 R$    38450.16
0303100010   TRATAMENTO DE COMPLICACOES RELACIONADA   235 R$    0.00 R$  131.89 R$    0.00 R$   22.41 R$  154.30 R$    36260.50
0303100044   TRATAMENTO DE INTERCORRENCIAS CLINICAS   304 R$    0.00 R$   85.25 R$    0.00 R$   23.99 R$  109.24 R$    33208.96
0409060070   ESVAZIAMENTO DE UTERO POS-ABORTO POR A   223 R$    0.00 R$   66.32 R$    0.00 R$   76.52 R$  142.84 R$    31853.32
0801010039   INCENTIVO AO PARTO - PHPN (COMPONENTE    698 R$    0.00 R$   40.00 R$    0.00 R$    0.00 R$   40.00 R$    27920.00
0302050019   ATENDIMENTO FISIOTERAPÊUTICO EM PACIEN  3599 R$    0.00 R$    6.35 R$    6.35 R$    0.00 R$    6.35 R$    22853.65
0603030017   IMUNOGLOBULINA ANTI-RHO (D) (FRASCO AM   241 R$    0.00 R$   93.28 R$    0.00 R$    0.00 R$   93.28 R$    22480.48
0417010010   ANESTESIA OBSTETRICA P/ CESARIANA        338 R$    0.00 R$    0.00 R$    0.00 R$   61.18 R$   61.18 R$    20678.84
0205010032   ECOCARDIOGRAFIA TRANSTORACICA            219 R$    0.00 R$   67.86 R$   67.86 R$    0.00 R$   67.86 R$    14861.34
0205010059   ULTRASSONOGRAFIA DOPPLER DE FLUXO OBST   334 R$    0.00 R$   42.90 R$   42.90 R$    0.00 R$   42.90 R$    14328.60
0802010032   DIARIA DE ACOMPANHANTE DE GESTANTE C/   1701 R$    0.00 R$    8.00 R$    0.00 R$    0.00 R$    8.00 R$    13608.00
0205020151   ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER   339 R$    0.00 R$   39.60 R$   39.60 R$    0.00 R$   39.60 R$    13424.40
0302040021   ATENDIMENTO FISIOTERAPÊUTICO EM PACIEN  2346 R$    0.00 R$    4.67 R$    4.67 R$    0.00 R$    4.67 R$    10955.82
0301060088   DIAGNOSTICO E/OU ATENDIMENTO DE URGENC   240 R$    0.00 R$   33.34 R$    0.00 R$   10.88 R$   44.22 R$    10612.80
0205020046   ULTRASSONOGRAFIA DE ABDOMEN TOTAL        225 R$    0.00 R$   37.95 R$   37.95 R$    0.00 R$   37.95 R$     8538.75
0302010033   ATENDIMENTO FISIOTERAPÊUTICO EM PACIEN  1321 R$    0.00 R$    6.35 R$    0.00 R$    0.00 R$    6.35 R$     8388.35
0205020143   ULTRASSONOGRAFIA OBSTETRICA              327 R$    0.00 R$   24.20 R$   24.20 R$    0.00 R$   24.20 R$     7913.40
0301010145   PRIMEIRA CONSULTA DE PEDIATRIA AO RECE   716 R$    0.00 R$    0.00 R$    0.00 R$   10.00 R$   10.00 R$     7160.00
0205020186   ULTRASSONOGRAFIA TRANSVAGINAL            283 R$    0.00 R$   24.20 R$   24.20 R$    0.00 R$   24.20 R$     6848.60
0205020054   ULTRASSONOGRAFIA DE APARELHO URINÁRIO    245 R$    0.00 R$   24.20 R$   24.20 R$    0.00 R$   24.20 R$     5929.00
0802010024   DIARIA DE ACOMPANHANTE CRIANCA/ADOLESC   679 R$    0.00 R$    8.00 R$    0.00 R$    0.00 R$    8.00 R$     5432.00
0205020097   ULTRASSONOGRAFIA MAMARIA BILATERAL       217 R$    0.00 R$   24.20 R$   24.20 R$    0.00 R$   24.20 R$     5251.40
0205020160   ULTRASSONOGRAFIA PELVICA (GINECOLOGICA   216 R$    0.00 R$   24.20 R$   24.20 R$    0.00 R$   24.20 R$     5227.20
0302040013   ATENDIMENTO FISIOTERAPÊUTICO EM PACIEN   696 R$    0.00 R$    6.35 R$    6.35 R$    0.00 R$    6.35 R$     4419.60
0306020068   TRANSFUSAO DE CONCENTRADO DE HEMACIAS    445 R$    0.00 R$    8.39 R$    8.09 R$    0.00 R$    8.39 R$     3733.55
0306020106   TRANSFUSAO DE PLASMA FRESCO              431 R$    0.00 R$    8.39 R$    8.09 R$    0.00 R$    8.39 R$     3616.09
0801010047   INCENTIVO AO REGISTRO CIVIL DE NASCIME   696 R$    0.00 R$    5.00 R$    0.00 R$    0.00 R$    5.00 R$     3480.00
0802010016   DIARIA DE ACOMPANHANTE ADULTO (COM PER   257 R$    0.00 R$    8.00 R$    0.00 R$    0.00 R$    8.00 R$     2056.00
0305020013   TRATAMENTO DA PIELONEFRITE                 9 R$    0.00 R$  176.56 R$    0.00 R$   27.94 R$  204.50 R$     1840.50
0409060135   HISTERECTOMIA TOTAL                        1 R$    0.00 R$  590.44 R$    0.00 R$  317.49 R$  907.93 R$      907.93
0410010014   DRENAGEM DE ABSCESSO DE MAMA               4 R$    0.00 R$  122.58 R$   20.74 R$   48.93 R$  171.51 R$      686.04
0303150050   TRATAMENTO DE OUTRAS DOENCAS DO APAREL     3 R$    0.00 R$  188.00 R$    0.00 R$   30.68 R$  218.68 R$      656.04
0214010040   TESTE RAPIDO PARA DETECCAO DE HIV NA G   595 R$    0.00 R$    1.00 R$    1.00 R$    0.00 R$    1.00 R$      595.00
0214010058   TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO   545 R$    0.00 R$    1.00 R$    1.00 R$    0.00 R$    1.00 R$      545.00
0503040045   DIARIA DE UNIDADE DE TERAPIA INTENSIVA     1 R$    0.00 R$  436.61 R$    0.00 R$   72.02 R$  508.63 R$      508.63
0401010015   CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO     8 R$    0.00 R$   32.40 R$   32.40 R$    0.00 R$   32.40 R$      259.20
0409070190   MARSUPIALIZACAO DE GLÂNDULA DE BARTOLI     1 R$    0.00 R$   94.14 R$    0.00 R$   45.82 R$  139.96 R$      139.96
0303100036   TRATAMENTO DE EDEMA, PROTEINURIA E TRA     1 R$    0.00 R$   97.01 R$    0.00 R$   26.98 R$  123.99 R$      123.99
0205020089   ULTRASSONOGRAFIA DE GLOBO OCULAR / ORB     1 R$    0.00 R$   24.20 R$   24.20 R$    0.00 R$   24.20 R$       24.20
0501070036   TIPAGEM SANGUINEA ABO E OUTROS EXAMES      1 R$    0.00 R$   15.00 R$    0.00 R$    0.00 R$   15.00 R$       15.00
0802010245   SEM DADOS SIGTAP                        2150 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0802010237   SEM DADOS SIGTAP                        1075 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0802010121   SEM DADOS SIGTAP                        1075 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0702040118   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0603070019   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0603060013   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0603040012   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0603030025   IMUNOGLOBULINA G 250 MG INJETAVEL (POR     1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0411010077   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0411010018   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0409070157   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0409060232   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0409060186   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0409060127   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0407020039   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0407010190   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0403010233   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303160063   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303160055   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303160039   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303160020   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303140135   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303110112   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303110090   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303110058   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303110031   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303110015   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303070110   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303070102   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303060107   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303040157   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303010126   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0303010037   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0302050027   ATENDIMENTO FISIOTERAPÊUTICO NAS ALTER    13 R$    4.67 R$    0.00 R$    4.67 R$    0.00 R$    0.00 R$        0.00
0301060010   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0301040141   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0301010170   CONSULTA/AVALIAÇÃO EM PACIENTE INTERNA   291 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0301010048   CONSULTA DE PROFISSIONAIS DE NIVEL SUP   249 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0214010139   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0214010120   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0214010112   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0214010015   GLICEMIA CAPILAR                           1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0212010026   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0211040061   TOCOCARDIOGRAFIA ANTE-PARTO              217 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
